Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0198751367056354,0,-0.00661418578080362,0,0,0,0.286167648321881,0.000251584686193874,-3.99270885719828E-20,-6.49968559641092E-05,0.000303937337408151,1.66296888374662E-20,0.000355890399953188,0,0,0,0,0,0,package://motorcycle_description/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://motorcycle_description/meshes/base_link.STL,,base_link-1,base_link,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
wheel_back_link,0,-1.38777878078145E-17,0,0,0,0,0.00471238898038469,3.04341788316512E-07,2.05555092175828E-38,-1.49975978266185E-40,2.94524311274043E-07,1.5177569000538E-39,3.04341788316512E-07,0,0,0,0,0,0,package://motorcycle_description/meshes/wheel_back_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://motorcycle_description/meshes/wheel_back_link.STL,,wheel-1,wheel_back_link,wheel_back_joint,wheel_back_joint,continuous,-0.028,0,-0.028,0,0,0,base_link,0,-1,0,,,,,,,0.7,,,,,
direction_link,-2.27964679445219E-06,5.73904965217586E-10,-0.00713129945231977,0,0,0,0.0061547356109696,1.05369407445207E-06,-1.10174323325191E-10,6.14928621383257E-11,6.16063197167564E-07,-1.54809325015491E-14,5.30065388397654E-07,0,0,0,0,0,0,package://motorcycle_description/meshes/direction_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://motorcycle_description/meshes/direction_link.STL,,direction-1,direction_link,direction_joint,direction_joint,revolute,0.058,0,-0.01,0,0,-0.033503,base_link,0,0,-1,0,0,-0.5235,0.5235,,,0.7,,,,,
wheel_front_link,6.93889390390723E-18,2.77555756156289E-17,3.46944695195361E-18,0,0,0,0.00471238898038469,3.04330606945092E-07,-3.31131143430513E-10,-4.34114043296837E-39,2.94535492645463E-07,7.35383497457319E-39,3.04341788316512E-07,0,0,0,0,0,0,package://motorcycle_description/meshes/wheel_front_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://motorcycle_description/meshes/wheel_front_link.STL,,wheel-2,wheel_front_link,wheel_front_joint,wheel_front_joint,continuous,0,0,-0.018,0,0,0.033503,direction_link,-0.033748,-0.99943,0,,,,,,,0.7,,,,,
